,PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Imp_Embarked_mf,Imp_Age_Mean,Imp_Age_Median,Imp_Age_Rand,Imp_Det_Lin,Imp_Sto_Lin
538,539,0,3,1,,0,0,14.5,1.0,1.0,29.69911764705882,28.0,43.0,28.9862885905288,28.0
539,540,1,1,0,22.0,0,2,49.5,2.0,2.0,22.0,22.0,22.0,22.0,22.0
540,541,1,1,0,36.0,0,2,71.0,1.0,1.0,36.0,36.0,36.0,36.0,36.0
541,542,0,3,0,9.0,4,2,31.275,1.0,1.0,9.0,9.0,9.0,9.0,9.0
542,543,0,3,0,11.0,4,2,31.275,1.0,1.0,11.0,11.0,11.0,11.0,11.0
543,544,1,2,1,32.0,1,0,26.0,1.0,1.0,32.0,32.0,32.0,32.0,32.0
544,545,0,1,1,50.0,1,0,106.425,2.0,2.0,50.0,50.0,50.0,50.0,50.0
545,546,0,1,1,64.0,0,0,26.0,1.0,1.0,64.0,64.0,64.0,64.0,64.0
546,547,1,2,0,19.0,1,0,26.0,1.0,1.0,19.0,19.0,19.0,19.0,19.0
547,548,1,2,1,,0,0,13.8625,2.0,2.0,29.69911764705882,28.0,56.0,34.64763202737926,35.0
548,549,0,3,1,33.0,1,1,20.525,1.0,1.0,33.0,33.0,33.0,33.0,33.0
549,550,1,2,1,8.0,1,1,36.75,1.0,1.0,8.0,8.0,8.0,8.0,8.0
550,551,1,1,1,17.0,0,2,110.8833,2.0,2.0,17.0,17.0,17.0,17.0,17.0
551,552,0,2,1,27.0,0,0,26.0,1.0,1.0,27.0,27.0,27.0,27.0,27.0
552,553,0,3,1,,0,0,7.8292,3.0,3.0,29.69911764705882,28.0,55.0,27.20283054535965,27.0
553,554,1,3,1,22.0,0,0,7.225,2.0,2.0,22.0,22.0,22.0,22.0,22.0
554,555,1,3,0,22.0,0,0,7.775,1.0,1.0,22.0,22.0,22.0,22.0,22.0
555,556,0,1,1,62.0,0,0,26.55,1.0,1.0,62.0,62.0,62.0,62.0,62.0
556,557,1,1,0,48.0,1,0,39.6,2.0,2.0,48.0,48.0,48.0,48.0,48.0
557,558,0,1,1,,0,0,227.525,2.0,2.0,29.69911764705882,28.0,31.0,39.287200202518264,39.0
558,559,1,1,0,39.0,1,1,79.65,1.0,1.0,39.0,39.0,39.0,39.0,39.0
559,560,1,3,0,36.0,1,0,17.4,1.0,1.0,36.0,36.0,36.0,36.0,36.0
560,561,0,3,1,,0,0,7.75,3.0,3.0,29.69911764705882,28.0,9.0,27.203548910143677,26.0
561,562,0,3,1,40.0,0,0,7.8958,1.0,1.0,40.0,40.0,40.0,40.0,40.0
562,563,0,2,1,28.0,0,0,13.5,1.0,1.0,28.0,28.0,28.0,28.0,28.0
563,564,0,3,1,,0,0,8.05,1.0,1.0,29.69911764705882,28.0,39.0,29.044791783167327,28.0
564,565,0,3,0,,0,0,8.05,1.0,1.0,29.69911764705882,28.0,14.0,24.693223132775515,25.0
565,566,0,3,1,24.0,2,0,24.15,1.0,1.0,24.0,24.0,24.0,24.0,24.0
566,567,0,3,1,19.0,0,0,7.8958,1.0,1.0,19.0,19.0,19.0,19.0,19.0
567,568,0,3,0,29.0,0,4,21.075,1.0,1.0,29.0,29.0,29.0,29.0,29.0
568,569,0,3,1,,0,0,7.2292,2.0,2.0,29.69911764705882,28.0,28.0,28.13025467868991,29.0
569,570,1,3,1,32.0,0,0,7.8542,1.0,1.0,32.0,32.0,32.0,32.0,32.0
570,571,1,2,1,62.0,0,0,10.5,1.0,1.0,62.0,62.0,62.0,62.0,62.0
571,572,1,1,0,53.0,2,0,51.4792,1.0,1.0,53.0,53.0,53.0,53.0,53.0
572,573,1,1,1,36.0,0,0,26.3875,1.0,1.0,36.0,36.0,36.0,36.0,36.0
573,574,1,3,0,,0,0,7.75,3.0,3.0,29.69911764705882,28.0,56.0,22.851980259751862,23.0
574,575,0,3,1,16.0,0,0,8.05,1.0,1.0,16.0,16.0,16.0,16.0,16.0
575,576,0,3,1,19.0,0,0,14.5,1.0,1.0,19.0,19.0,19.0,19.0,19.0
576,577,1,2,0,34.0,0,0,13.0,1.0,1.0,34.0,34.0,34.0,34.0,34.0
577,578,1,1,0,39.0,1,0,55.9,1.0,1.0,39.0,39.0,39.0,39.0,39.0
578,579,0,3,0,,1,0,14.4583,2.0,2.0,29.69911764705882,28.0,2.0,19.63426485375058,21.0
579,580,1,3,1,32.0,0,0,7.925,1.0,1.0,32.0,32.0,32.0,32.0,32.0
580,581,1,2,0,25.0,1,1,30.0,1.0,1.0,25.0,25.0,25.0,25.0,25.0
581,582,1,1,0,39.0,1,1,110.8833,2.0,2.0,39.0,39.0,39.0,39.0,39.0
582,583,0,2,1,54.0,0,0,26.0,1.0,1.0,54.0,54.0,54.0,54.0,54.0
583,584,0,1,1,36.0,0,0,40.125,2.0,2.0,36.0,36.0,36.0,36.0,36.0
584,585,0,3,1,,0,0,8.7125,2.0,2.0,29.69911764705882,28.0,62.0,28.11680075843553,28.0
585,586,1,1,0,18.0,0,2,79.65,1.0,1.0,18.0,18.0,18.0,18.0,18.0
586,587,0,2,1,47.0,0,0,15.0,1.0,1.0,47.0,47.0,47.0,47.0,47.0
587,588,1,1,1,60.0,1,1,79.2,2.0,2.0,60.0,60.0,60.0,60.0,60.0
588,589,0,3,1,22.0,0,0,8.05,1.0,1.0,22.0,22.0,22.0,22.0,22.0
589,590,0,3,1,,0,0,8.05,1.0,1.0,29.69911764705882,28.0,68.0,29.044791783167327,29.0
590,591,0,3,1,35.0,0,0,7.125,1.0,1.0,35.0,35.0,35.0,35.0,35.0
591,592,1,1,0,52.0,1,0,78.2667,2.0,2.0,52.0,52.0,52.0,52.0,52.0
592,593,0,3,1,47.0,0,0,7.25,1.0,1.0,47.0,47.0,47.0,47.0,47.0
593,594,0,3,0,,0,2,7.75,3.0,3.0,29.69911764705882,28.0,60.0,21.663891962887288,22.0
594,595,0,2,1,37.0,1,0,26.0,1.0,1.0,37.0,37.0,37.0,37.0,37.0
595,596,0,3,1,36.0,1,1,24.15,1.0,1.0,36.0,36.0,36.0,36.0,36.0
596,597,1,2,0,,0,0,33.0,1.0,1.0,29.69911764705882,28.0,63.0,31.044463205712606,31.0
597,598,0,3,1,49.0,0,0,0.0,1.0,1.0,49.0,49.0,49.0,49.0,49.0
598,599,0,3,1,,0,0,7.225,2.0,2.0,29.69911764705882,28.0,16.0,28.130292773792092,27.0
599,600,1,1,1,49.0,1,0,56.9292,2.0,2.0,49.0,49.0,49.0,49.0,49.0
600,601,1,2,0,24.0,2,1,27.0,1.0,1.0,24.0,24.0,24.0,24.0,24.0
601,602,0,3,1,,0,0,7.8958,1.0,1.0,29.69911764705882,28.0,37.0,29.046190417633195,29.0
602,603,0,1,1,,0,0,42.4,1.0,1.0,29.69911764705882,28.0,75.0,41.888314509743694,41.0
603,604,0,3,1,44.0,0,0,8.05,1.0,1.0,44.0,44.0,44.0,44.0,44.0
604,605,1,1,1,35.0,0,0,26.55,2.0,2.0,35.0,35.0,35.0,35.0,35.0
605,606,0,3,1,36.0,1,0,15.55,1.0,1.0,36.0,36.0,36.0,36.0,36.0
606,607,0,3,1,30.0,0,0,7.8958,1.0,1.0,30.0,30.0,30.0,30.0,30.0
607,608,1,1,1,27.0,0,0,30.5,1.0,1.0,27.0,27.0,27.0,27.0,27.0
608,609,1,2,0,22.0,1,2,41.5792,2.0,2.0,22.0,22.0,22.0,22.0,22.0
609,610,1,1,0,40.0,0,0,153.4625,1.0,1.0,40.0,40.0,40.0,40.0,40.0
610,611,0,3,0,39.0,1,5,31.275,1.0,1.0,39.0,39.0,39.0,39.0,39.0
611,612,0,3,1,,0,0,7.05,1.0,1.0,29.69911764705882,28.0,60.0,29.053862045591902,29.0
612,613,1,3,0,,1,0,15.5,3.0,3.0,29.69911764705882,28.0,67.0,18.702834385507387,18.0
613,614,0,3,1,,0,0,7.75,3.0,3.0,29.69911764705882,28.0,31.0,27.203548910143677,27.0
614,615,0,3,1,35.0,0,0,8.05,1.0,1.0,35.0,35.0,35.0,35.0,35.0
615,616,1,2,0,24.0,1,2,65.0,1.0,1.0,24.0,24.0,24.0,24.0,24.0
616,617,0,3,1,34.0,1,1,14.4,1.0,1.0,34.0,34.0,34.0,34.0,34.0
617,618,0,3,0,26.0,1,0,16.1,1.0,1.0,26.0,26.0,26.0,26.0,26.0
618,619,1,2,0,4.0,2,1,39.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0
619,620,0,2,1,26.0,0,0,10.5,1.0,1.0,26.0,26.0,26.0,26.0,26.0
620,621,0,3,1,27.0,1,0,14.4542,2.0,2.0,27.0,27.0,27.0,27.0,27.0
621,622,1,1,1,42.0,1,0,52.5542,1.0,1.0,42.0,42.0,42.0,42.0,42.0
622,623,1,3,1,20.0,1,1,15.7417,2.0,2.0,20.0,20.0,20.0,20.0,20.0
623,624,0,3,1,21.0,0,0,7.8542,1.0,1.0,21.0,21.0,21.0,21.0,21.0
624,625,0,3,1,21.0,0,0,16.1,1.0,1.0,21.0,21.0,21.0,21.0,21.0
625,626,0,1,1,61.0,0,0,32.3208,1.0,1.0,61.0,61.0,61.0,61.0,61.0
626,627,0,2,1,57.0,0,0,12.35,3.0,3.0,57.0,57.0,57.0,57.0,57.0
627,628,1,1,0,21.0,0,0,77.9583,1.0,1.0,21.0,21.0,21.0,21.0,21.0
628,629,0,3,1,26.0,0,0,7.8958,1.0,1.0,26.0,26.0,26.0,26.0,26.0
629,630,0,3,1,,0,0,7.7333,3.0,3.0,29.69911764705882,28.0,33.0,27.203700383526165,27.0
630,631,1,1,1,80.0,0,0,30.0,1.0,1.0,80.0,80.0,80.0,80.0,80.0
631,632,0,3,1,51.0,0,0,7.0542,1.0,1.0,51.0,51.0,51.0,51.0,51.0
632,633,1,1,1,32.0,0,0,30.5,2.0,2.0,32.0,32.0,32.0,32.0,32.0
633,634,0,1,1,,0,0,0.0,1.0,1.0,29.69911764705882,28.0,36.0,42.272893636545774,42.0
634,635,0,3,0,9.0,3,2,27.9,1.0,1.0,9.0,9.0,9.0,9.0,9.0
635,636,1,2,0,28.0,0,0,13.0,1.0,1.0,28.0,28.0,28.0,28.0,28.0
636,637,0,3,1,32.0,0,0,7.925,1.0,1.0,32.0,32.0,32.0,32.0,32.0
637,638,0,2,1,31.0,1,1,26.25,1.0,1.0,31.0,31.0,31.0,31.0,31.0
638,639,0,3,0,41.0,0,5,39.6875,1.0,1.0,41.0,41.0,41.0,41.0,41.0
639,640,0,3,1,,1,0,16.1,1.0,1.0,29.69911764705882,28.0,15.0,24.892924830195476,25.0
640,641,0,3,1,20.0,0,0,7.8542,1.0,1.0,20.0,20.0,20.0,20.0,20.0
641,642,1,1,0,24.0,0,0,69.3,2.0,2.0,24.0,24.0,24.0,24.0,24.0
642,643,0,3,0,2.0,3,2,27.9,1.0,1.0,2.0,2.0,2.0,2.0,2.0
643,644,1,3,1,,0,0,56.4958,1.0,1.0,29.69911764705882,28.0,30.0,28.60537566379873,28.0
644,645,1,3,0,0.75,2,1,19.2583,2.0,2.0,0.75,0.75,0.75,0.75,0.75
645,646,1,1,1,48.0,1,0,76.7292,2.0,2.0,48.0,48.0,48.0,48.0,48.0
646,647,0,3,1,19.0,0,0,7.8958,1.0,1.0,19.0,19.0,19.0,19.0,19.0
647,648,1,1,1,56.0,0,0,35.5,2.0,2.0,56.0,56.0,56.0,56.0,56.0
648,649,0,3,1,,0,0,7.55,1.0,1.0,29.69911764705882,28.0,40.0,29.049326914379616,28.0
649,650,1,3,0,23.0,0,0,7.55,1.0,1.0,23.0,23.0,23.0,23.0,23.0
650,651,0,3,1,,0,0,7.8958,1.0,1.0,29.69911764705882,28.0,77.0,29.046190417633195,30.0
651,652,1,2,0,18.0,0,1,23.0,1.0,1.0,18.0,18.0,18.0,18.0,18.0
652,653,0,3,1,21.0,0,0,8.4333,1.0,1.0,21.0,21.0,21.0,21.0,21.0
653,654,1,3,0,,0,0,7.8292,3.0,3.0,29.69911764705882,28.0,43.0,22.851261894967838,23.0
654,655,0,3,0,18.0,0,0,6.75,3.0,3.0,18.0,18.0,18.0,18.0,18.0
655,656,0,2,1,24.0,2,0,73.5,1.0,1.0,24.0,24.0,24.0,24.0,24.0
656,657,0,3,1,,0,0,7.8958,1.0,1.0,29.69911764705882,28.0,33.0,29.046190417633195,29.0
657,658,0,3,0,32.0,1,1,15.5,3.0,3.0,32.0,32.0,32.0,32.0,32.0
658,659,0,2,1,23.0,0,0,13.0,1.0,1.0,23.0,23.0,23.0,23.0,23.0
659,660,0,1,1,58.0,0,2,113.275,2.0,2.0,58.0,58.0,58.0,58.0,58.0
660,661,1,1,1,50.0,2,0,133.65,1.0,1.0,50.0,50.0,50.0,50.0,50.0
661,662,0,3,1,40.0,0,0,7.225,2.0,2.0,40.0,40.0,40.0,40.0,40.0
662,663,0,1,1,47.0,0,0,25.5875,1.0,1.0,47.0,47.0,47.0,47.0,47.0
663,664,0,3,1,36.0,0,0,7.4958,1.0,1.0,36.0,36.0,36.0,36.0,36.0
664,665,1,3,1,20.0,1,0,7.925,1.0,1.0,20.0,20.0,20.0,20.0,20.0
665,666,0,2,1,32.0,2,0,73.5,1.0,1.0,32.0,32.0,32.0,32.0,32.0
666,667,0,2,1,25.0,0,0,13.0,1.0,1.0,25.0,25.0,25.0,25.0,25.0
667,668,0,3,1,,0,0,7.775,1.0,1.0,29.69911764705882,28.0,44.0,29.047286105334084,28.0
668,669,0,3,1,43.0,0,0,8.05,1.0,1.0,43.0,43.0,43.0,43.0,43.0
669,670,1,1,0,,1,0,52.0,1.0,1.0,29.69911764705882,28.0,47.0,33.37081999962193,34.0
670,671,1,2,0,40.0,1,1,39.0,1.0,1.0,40.0,40.0,40.0,40.0,40.0
671,672,0,1,1,31.0,1,0,52.0,1.0,1.0,31.0,31.0,31.0,31.0,31.0
672,673,0,2,1,70.0,0,0,10.5,1.0,1.0,70.0,70.0,70.0,70.0,70.0
673,674,1,2,1,31.0,0,0,13.0,1.0,1.0,31.0,31.0,31.0,31.0,31.0
674,675,0,2,1,,0,0,0.0,1.0,1.0,29.69911764705882,28.0,26.0,35.69535051611548,36.0
675,676,0,3,1,18.0,0,0,7.775,1.0,1.0,18.0,18.0,18.0,18.0,18.0
676,677,0,3,1,24.5,0,0,8.05,1.0,1.0,24.5,24.5,24.5,24.5,24.5
677,678,1,3,0,18.0,0,0,9.8417,1.0,1.0,18.0,18.0,18.0,18.0,18.0
678,679,0,3,0,43.0,1,6,46.9,1.0,1.0,43.0,43.0,43.0,43.0,43.0
679,680,1,1,1,36.0,0,1,512.3292,2.0,2.0,36.0,36.0,36.0,36.0,36.0
680,681,0,3,0,,0,0,8.1375,3.0,3.0,29.69911764705882,28.0,38.0,22.84846553306234,22.0
681,682,1,1,1,27.0,0,0,76.7292,2.0,2.0,27.0,27.0,27.0,27.0,27.0
682,683,0,3,1,20.0,0,0,9.225,1.0,1.0,20.0,20.0,20.0,20.0,20.0
683,684,0,3,1,14.0,5,2,46.9,1.0,1.0,14.0,14.0,14.0,14.0,14.0
684,685,0,2,1,60.0,1,1,39.0,1.0,1.0,60.0,60.0,60.0,60.0,60.0
685,686,0,2,1,25.0,1,2,41.5792,2.0,2.0,25.0,25.0,25.0,25.0,25.0
686,687,0,3,1,14.0,4,1,39.6875,1.0,1.0,14.0,14.0,14.0,14.0,14.0
687,688,0,3,1,19.0,0,0,10.1708,1.0,1.0,19.0,19.0,19.0,19.0,19.0
688,689,0,3,1,18.0,0,0,7.7958,1.0,1.0,18.0,18.0,18.0,18.0,18.0
689,690,1,1,0,15.0,0,1,211.3375,1.0,1.0,15.0,15.0,15.0,15.0,15.0
690,691,1,1,1,31.0,1,0,57.0,1.0,1.0,31.0,31.0,31.0,31.0,31.0
691,692,1,3,0,4.0,0,1,13.4167,2.0,2.0,4.0,4.0,4.0,4.0,4.0
692,693,1,3,1,,0,0,56.4958,1.0,1.0,29.69911764705882,28.0,11.0,28.60537566379873,28.0
693,694,0,3,1,25.0,0,0,7.225,2.0,2.0,25.0,25.0,25.0,25.0,25.0
694,695,0,1,1,60.0,0,0,26.55,1.0,1.0,60.0,60.0,60.0,60.0,60.0
695,696,0,2,1,52.0,0,0,13.5,1.0,1.0,52.0,52.0,52.0,52.0,52.0
696,697,0,3,1,44.0,0,0,8.05,1.0,1.0,44.0,44.0,44.0,44.0,44.0
697,698,1,3,0,,0,0,7.7333,3.0,3.0,29.69911764705882,28.0,29.0,22.852131733134353,23.0
698,699,0,1,1,49.0,1,1,110.8833,2.0,2.0,49.0,49.0,49.0,49.0,49.0
699,700,0,3,1,42.0,0,0,7.65,1.0,1.0,42.0,42.0,42.0,42.0,42.0
700,701,1,1,0,18.0,1,0,227.525,2.0,2.0,18.0,18.0,18.0,18.0,18.0
701,702,1,1,1,35.0,0,0,26.2875,1.0,1.0,35.0,35.0,35.0,35.0,35.0
702,703,0,3,0,18.0,0,1,14.4542,2.0,2.0,18.0,18.0,18.0,18.0,18.0
703,704,0,3,1,25.0,0,0,7.7417,3.0,3.0,25.0,25.0,25.0,25.0,25.0
704,705,0,3,1,26.0,1,0,7.8542,1.0,1.0,26.0,26.0,26.0,26.0,26.0
705,706,0,2,1,39.0,0,0,26.0,1.0,1.0,39.0,39.0,39.0,39.0,39.0
706,707,1,2,0,45.0,0,0,13.5,1.0,1.0,45.0,45.0,45.0,45.0,45.0
707,708,1,1,1,42.0,0,0,26.2875,1.0,1.0,42.0,42.0,42.0,42.0,42.0
708,709,1,1,0,22.0,0,0,151.55,1.0,1.0,22.0,22.0,22.0,22.0,22.0
709,710,1,3,1,,1,1,15.2458,2.0,2.0,29.69911764705882,28.0,71.0,23.38464652405075,23.0
710,711,1,1,0,24.0,0,0,49.5042,2.0,2.0,24.0,24.0,24.0,24.0,24.0
711,712,0,1,1,,0,0,26.55,1.0,1.0,29.69911764705882,28.0,21.0,42.032078169173246,42.0
712,713,1,1,1,48.0,1,0,52.0,1.0,1.0,48.0,48.0,48.0,48.0,48.0
713,714,0,3,1,29.0,0,0,9.4833,1.0,1.0,29.0,29.0,29.0,29.0,29.0
714,715,0,2,1,52.0,0,0,13.0,1.0,1.0,52.0,52.0,52.0,52.0,52.0
715,716,0,3,1,19.0,0,0,7.65,1.0,1.0,19.0,19.0,19.0,19.0,19.0
716,717,1,1,0,38.0,0,0,227.525,2.0,2.0,38.0,38.0,38.0,38.0,38.0
717,718,1,2,0,27.0,0,0,10.5,1.0,1.0,27.0,27.0,27.0,27.0,27.0
718,719,0,3,1,,0,0,15.5,3.0,3.0,29.69911764705882,28.0,67.0,27.1332543763532,28.0
719,720,0,3,1,33.0,0,0,7.775,1.0,1.0,33.0,33.0,33.0,33.0,33.0
720,721,1,2,0,6.0,0,1,33.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0
721,722,0,3,1,17.0,1,0,7.0542,1.0,1.0,17.0,17.0,17.0,17.0,17.0
722,723,0,2,1,34.0,0,0,13.0,1.0,1.0,34.0,34.0,34.0,34.0,34.0
723,724,0,2,1,50.0,0,0,13.0,1.0,1.0,50.0,50.0,50.0,50.0,50.0
724,725,1,1,1,27.0,1,0,53.1,1.0,1.0,27.0,27.0,27.0,27.0,27.0
725,726,0,3,1,20.0,0,0,8.6625,1.0,1.0,20.0,20.0,20.0,20.0,20.0
726,727,1,2,0,30.0,3,0,21.0,1.0,1.0,30.0,30.0,30.0,30.0,30.0
727,728,1,3,0,,0,0,7.7375,3.0,3.0,29.69911764705882,28.0,60.0,22.85209363803217,23.0
728,729,0,2,1,25.0,1,0,26.0,1.0,1.0,25.0,25.0,25.0,25.0,25.0
729,730,0,3,0,25.0,1,0,7.925,1.0,1.0,25.0,25.0,25.0,25.0,25.0
730,731,1,1,0,29.0,0,0,211.3375,1.0,1.0,29.0,29.0,29.0,29.0,29.0
731,732,0,3,1,11.0,0,0,18.7875,2.0,2.0,11.0,11.0,11.0,11.0,11.0
732,733,0,2,1,,0,0,0.0,1.0,1.0,29.69911764705882,28.0,49.0,35.69535051611548,35.0
733,734,0,2,1,23.0,0,0,13.0,1.0,1.0,23.0,23.0,23.0,23.0,23.0
734,735,0,2,1,23.0,0,0,13.0,1.0,1.0,23.0,23.0,23.0,23.0,23.0
735,736,0,3,1,28.5,0,0,16.1,1.0,1.0,28.5,28.5,28.5,28.5,28.5
736,737,0,3,0,48.0,1,3,34.375,1.0,1.0,48.0,48.0,48.0,48.0,48.0
737,738,1,1,1,35.0,0,0,512.3292,2.0,2.0,35.0,35.0,35.0,35.0,35.0
738,739,0,3,1,,0,0,7.8958,1.0,1.0,29.69911764705882,28.0,30.0,29.046190417633195,29.0
739,740,0,3,1,,0,0,7.8958,1.0,1.0,29.69911764705882,28.0,41.0,29.046190417633195,29.0
740,741,1,1,1,,0,0,30.0,1.0,1.0,29.69911764705882,28.0,61.0,42.00078576380845,42.0
741,742,0,1,1,36.0,1,0,78.85,1.0,1.0,36.0,36.0,36.0,36.0,36.0
742,743,1,1,0,21.0,2,2,262.375,2.0,2.0,21.0,21.0,21.0,21.0,21.0
743,744,0,3,1,24.0,1,0,16.1,1.0,1.0,24.0,24.0,24.0,24.0,24.0
744,745,1,3,1,31.0,0,0,7.925,1.0,1.0,31.0,31.0,31.0,31.0,31.0
745,746,0,1,1,70.0,1,1,71.0,1.0,1.0,70.0,70.0,70.0,70.0,70.0
746,747,0,3,1,16.0,1,1,20.25,1.0,1.0,16.0,16.0,16.0,16.0,16.0
747,748,1,2,0,30.0,0,0,13.0,1.0,1.0,30.0,30.0,30.0,30.0,30.0
748,749,0,1,1,19.0,1,0,53.1,1.0,1.0,19.0,19.0,19.0,19.0,19.0
749,750,0,3,1,31.0,0,0,7.75,3.0,3.0,31.0,31.0,31.0,31.0,31.0
750,751,1,2,0,4.0,1,1,23.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0
751,752,1,3,1,6.0,0,1,12.475,1.0,1.0,6.0,6.0,6.0,6.0,6.0
752,753,0,3,1,33.0,0,0,9.5,1.0,1.0,33.0,33.0,33.0,33.0,33.0
753,754,0,3,1,23.0,0,0,7.8958,1.0,1.0,23.0,23.0,23.0,23.0,23.0
754,755,1,2,0,48.0,1,2,65.0,1.0,1.0,48.0,48.0,48.0,48.0,48.0
755,756,1,2,1,0.67,1,1,14.5,1.0,1.0,0.67,0.67,0.67,0.67,0.67
756,757,0,3,1,28.0,0,0,7.7958,1.0,1.0,28.0,28.0,28.0,28.0,28.0
757,758,0,2,1,18.0,0,0,11.5,1.0,1.0,18.0,18.0,18.0,18.0,18.0
758,759,0,3,1,34.0,0,0,8.05,1.0,1.0,34.0,34.0,34.0,34.0,34.0
759,760,1,1,0,33.0,0,0,86.5,1.0,1.0,33.0,33.0,33.0,33.0,33.0
760,761,0,3,1,,0,0,14.5,1.0,1.0,29.69911764705882,28.0,21.0,28.9862885905288,29.0
761,762,0,3,1,41.0,0,0,7.125,1.0,1.0,41.0,41.0,41.0,41.0,41.0
762,763,1,3,1,20.0,0,0,7.2292,2.0,2.0,20.0,20.0,20.0,20.0,20.0
763,764,1,1,0,36.0,1,2,120.0,1.0,1.0,36.0,36.0,36.0,36.0,36.0
764,765,0,3,1,16.0,0,0,7.775,1.0,1.0,16.0,16.0,16.0,16.0,16.0
765,766,1,1,0,51.0,1,0,77.9583,1.0,1.0,51.0,51.0,51.0,51.0,51.0
766,767,0,1,1,,0,0,39.6,2.0,2.0,29.69911764705882,28.0,8.0,40.991729268657,40.0
767,768,0,3,0,30.5,0,0,7.75,3.0,3.0,30.5,30.5,30.5,30.5,30.5
768,769,0,3,1,,1,0,24.15,3.0,3.0,29.69911764705882,28.0,5.0,22.9759452659266,23.0
769,770,0,3,1,32.0,0,0,8.3625,1.0,1.0,32.0,32.0,32.0,32.0,32.0
770,771,0,3,1,24.0,0,0,9.5,1.0,1.0,24.0,24.0,24.0,24.0,24.0
771,772,0,3,1,48.0,0,0,7.8542,1.0,1.0,48.0,48.0,48.0,48.0,48.0
772,773,0,2,0,57.0,0,0,10.5,1.0,1.0,57.0,57.0,57.0,57.0,57.0
773,774,0,3,1,,0,0,7.225,2.0,2.0,29.69911764705882,28.0,3.0,28.130292773792092,28.0
774,775,1,2,0,54.0,1,3,23.0,1.0,1.0,54.0,54.0,54.0,54.0,54.0
775,776,0,3,1,18.0,0,0,7.75,1.0,1.0,18.0,18.0,18.0,18.0,18.0
776,777,0,3,1,,0,0,7.75,3.0,3.0,29.69911764705882,28.0,29.0,27.203548910143677,27.0
777,778,1,3,0,5.0,0,0,12.475,1.0,1.0,5.0,5.0,5.0,5.0,5.0
778,779,0,3,1,,0,0,7.7375,3.0,3.0,29.69911764705882,28.0,11.0,27.203662288423985,27.0
779,780,1,1,0,43.0,0,1,211.3375,1.0,1.0,43.0,43.0,43.0,43.0,43.0
780,781,1,3,0,13.0,0,0,7.2292,2.0,2.0,13.0,13.0,13.0,13.0,13.0
781,782,1,1,0,17.0,1,0,57.0,1.0,1.0,17.0,17.0,17.0,17.0,17.0
782,783,0,1,1,29.0,0,0,30.0,1.0,1.0,29.0,29.0,29.0,29.0,29.0
783,784,0,3,1,,1,2,23.45,1.0,1.0,29.69911764705882,28.0,78.0,23.63817010451026,24.0
784,785,0,3,1,25.0,0,0,7.05,1.0,1.0,25.0,25.0,25.0,25.0,25.0
785,786,0,3,1,25.0,0,0,7.25,1.0,1.0,25.0,25.0,25.0,25.0,25.0
786,787,1,3,0,18.0,0,0,7.4958,1.0,1.0,18.0,18.0,18.0,18.0,18.0
787,788,0,3,1,8.0,4,1,29.125,3.0,3.0,8.0,8.0,8.0,8.0,8.0
788,789,1,3,1,1.0,1,2,20.575,1.0,1.0,1.0,1.0,1.0,1.0,1.0
789,790,0,1,1,46.0,0,0,79.2,2.0,2.0,46.0,46.0,46.0,46.0,46.0
790,791,0,3,1,,0,0,7.75,3.0,3.0,29.69911764705882,28.0,33.0,27.203548910143677,27.0
791,792,0,2,1,16.0,0,0,26.0,1.0,1.0,16.0,16.0,16.0,16.0,16.0
792,793,0,3,0,,8,2,69.55,1.0,1.0,29.69911764705882,28.0,60.0,-9.683497026832605,-9.0
793,794,0,1,1,,0,0,30.6958,2.0,2.0,29.69911764705882,28.0,15.0,41.07249269933792,41.0
794,795,0,3,1,25.0,0,0,7.8958,1.0,1.0,25.0,25.0,25.0,25.0,25.0
795,796,0,2,1,39.0,0,0,13.0,1.0,1.0,39.0,39.0,39.0,39.0,39.0
796,797,1,1,0,49.0,0,0,25.9292,1.0,1.0,49.0,49.0,49.0,49.0,49.0
797,798,1,3,0,31.0,0,0,8.6833,1.0,1.0,31.0,31.0,31.0,31.0,31.0
798,799,0,3,1,30.0,0,0,7.2292,2.0,2.0,30.0,30.0,30.0,30.0,30.0
799,800,0,3,0,30.0,1,1,24.15,1.0,1.0,30.0,30.0,30.0,30.0,30.0
800,801,0,2,1,34.0,0,0,13.0,1.0,1.0,34.0,34.0,34.0,34.0,34.0
801,802,1,2,0,31.0,1,1,26.25,1.0,1.0,31.0,31.0,31.0,31.0,31.0
802,803,1,1,1,11.0,1,2,120.0,1.0,1.0,11.0,11.0,11.0,11.0,11.0
803,804,1,3,1,0.42,0,1,8.5167,2.0,2.0,0.42,0.42,0.42,0.42,0.42
804,805,1,3,1,27.0,0,0,6.975,1.0,1.0,27.0,27.0,27.0,27.0,27.0
805,806,0,3,1,31.0,0,0,7.775,1.0,1.0,31.0,31.0,31.0,31.0,31.0
806,807,0,1,1,39.0,0,0,0.0,1.0,1.0,39.0,39.0,39.0,39.0,39.0
807,808,0,3,0,18.0,0,0,7.775,1.0,1.0,18.0,18.0,18.0,18.0,18.0
